"(0, 0, 0)","(0, 0, 128)","(0, 0, 255)","(0, 128, 0)","(0, 128, 128)","(0, 128, 255)","(0, 255, 0)","(0, 255, 128)","(0, 255, 255)","(128, 0, 0)","(128, 0, 128)","(128, 0, 255)","(128, 128, 0)","(128, 128, 128)","(128, 128, 255)","(128, 255, 0)","(128, 255, 128)","(128, 255, 255)","(255, 0, 0)","(255, 0, 128)","(255, 0, 255)","(255, 128, 0)","(255, 128, 128)","(255, 128, 255)","(255, 255, 0)","(255, 255, 128)","(255, 255, 255)",color,fullpath,length
6532.10720754029,6178.918700167152,5152.42419785236,4840.921666023666,4487.733158650547,3461.2386563357295,4483.986534422169,4130.798027049046,3104.3035247342254,4877.184062607169,4523.995555234062,3497.501052919247,3185.998521090534,2832.8100137174174,1806.3155114026063,2829.0633894890298,2475.874882115907,1449.3803798010983,4484.995429312425,4131.806921939305,3105.3124196244835,2793.809887795781,2440.621380422668,1414.1268781078531,2436.8747561942705,2083.6862488211614,1057.191746506346,Black and Navy,noisy_image_Black_4_Navy_2_0,1.0
6958.636753579398,6850.265959897975,5556.744424618479,4874.009829925422,4765.639036244,3472.1175009645117,4533.094441229445,4424.723647548018,3131.2021122685287,4878.52880122602,4770.15800754459,3476.636472265103,2793.9018775720147,2685.5310838906,1392.0095486111122,2452.986488876034,2344.615695194615,1051.0941599151242,4585.344425154348,4476.973631472922,3183.452096193428,2500.717501500347,2392.3467078189296,1098.825172539438,2159.8021128043547,2051.431319122941,757.9097838434491,Black and Navy,noisy_image_Black_4_Navy_3_0,1.0
7279.33764414008,6526.8410065157605,5540.084616662378,5193.353807656048,4440.857170031733,3454.1007801783326,4895.244379072376,4142.747741448055,3155.9913515946587,5212.535517939792,4460.038880315516,3473.282490462117,3126.5516814557745,2374.055043831449,1387.2986539780513,2828.442252872098,2075.945615247773,1089.1892253943756,4899.4364685142145,4146.939830889923,3160.183441036525,2813.4526320301848,2060.9559944058637,1074.19960455247,2515.3432034465022,1762.8465658221924,776.0901759687928,Black and Navy,noisy_image_Black_5_Navy_2_0,1.0
7771.073181905854,7205.276130079726,6071.373759537892,5207.534845464697,4641.737793638538,3507.8354230967243,5000.6699701003145,4434.872918274176,3300.970547732355,5236.49433084705,4670.697279020918,3536.7949084790944,2672.9559944058647,2107.1589425797356,973.2565720378946,2466.091119041489,1900.2940672153668,766.3916966735263,5019.643853416495,4453.846801590369,3319.944431048535,2456.1055169753085,1890.3084651491743,756.4060946073394,2249.2406416109366,1683.4435897848075,549.5412192429695,Black and Navy,noisy_image_Black_5_Navy_3_0,1.0
8200.598993162735,7952.598564493317,6496.257456168568,5206.690575703019,4958.690147033608,3502.3490387088573,5084.2949888546,4836.294560185187,3379.953451860432,5226.477709190663,4978.477280521277,3522.136172196525,2232.5692917309684,1984.5688630615562,528.2277547367971,2110.173704882549,1862.1732762131346,405.83216788837444,5089.448431069951,4841.448002400553,3385.1068940758064,2095.5400136102544,1847.5395849408428,391.19847661608384,1973.1444267618324,1725.1439980924201,268.80288976766104,Black and Navy,noisy_image_Black_5_Navy_4_0,1.0
8067.010794431582,6879.616841885298,6020.2475244341595,5523.091244963136,4335.69729241684,3476.327974965703,5315.409127443426,4128.015174897123,3268.6458574459916,5566.828735853914,4379.434783307613,3520.065465856487,3022.909186385459,1835.5152338391601,976.1459163880314,2815.227068865736,1627.8331163194441,768.4637988683132,5340.106757437422,4152.712804891115,3293.3434874399895,2796.1872079689606,1608.7932554226677,749.4239379715369,2588.5050904492427,1401.1111379029505,541.7418204518175,Black and Navy,noisy_image_Black_6_Navy_2_0,1.0
8528.17524541324,7592.16975040722,6449.974108367625,5579.678942686891,4643.673447680908,3501.4778056412993,5417.509859396426,4481.504364390423,3339.3087223508346,5552.06380208333,4616.058307077332,3473.8626650377346,2603.567499356997,1667.5620043509953,525.3663623113855,2441.398416066527,1505.3929210605272,363.19727902091927,5438.107794281564,4502.1022992755525,3359.906657235953,2489.611491555211,1553.605996549211,411.41035450960237,2327.4424082647383,1391.4369132587447,249.24127121913588,Black and Navy,noisy_image_Black_6_Navy_3_0,1.0
8836.028450252908,7253.82568158437,6455.398375878793,5866.639901620372,4284.437132951824,3486.0098272462346,5750.79470754031,4168.591938871744,3370.164633166156,5884.74689750514,4302.544128836597,3504.1168231310135,2915.3583488726103,1333.155580204045,534.7282744984569,2799.5131547925334,1217.3103861239697,418.8830804183809,5744.582409014913,4162.379640346376,3363.9523346407864,2775.1938603823846,1192.99109171382,394.5637860082304,2659.348666302302,1077.1458976337458,278.7185919281552,Black and Navy,noisy_image_Black_7_Navy_2_0,1.0
5781.875251843279,5142.650291495182,5436.875586741232,4573.7863297325175,3934.5613693844425,4228.786664630493,4094.6621468835924,3455.437186535504,3749.6624817815577,4516.7714549039965,3877.546494555898,4171.7717898019655,3308.6825327932124,2669.4575724451342,2963.6828676911946,2829.558349944283,2190.3333895961946,2484.5586848422486,4017.9133042909916,3378.6883439429066,3672.913639188966,2809.8243821802166,2170.599421832137,2464.8247170781933,2330.7001993312792,1691.4752389831992,1985.7005342292548,Black and Blue,noisy_image_Black_3_Blue_2_0,1.0
6524.152547367971,5569.648499121217,5824.671081961584,4881.823698988339,3927.319650741606,4182.342233581976,4452.961015196337,3498.4569669495913,3753.479549789957,4824.450668188461,3869.946619941707,4124.969202782076,3182.121819808814,2227.6177715620697,2482.6403544024356,2753.259136016808,1798.7550877700596,2053.777670610424,4437.825587812944,3483.3215395661973,3738.3441224065664,2795.496739433303,1840.9926911865575,2096.0152740269186,2366.634055641285,1412.130007394547,1667.1525902349126,Black and Blue,noisy_image_Black_4_Blue_2_0,1.0
6908.873306755834,5841.395576131692,6551.165921853564,4847.617578660831,3780.139848036701,4489.910193758566,4574.661487804354,3507.1837571802175,4216.954102902092,4825.190784679365,3757.7130540552143,4467.483399777091,2763.935056584366,1696.4573259602191,2406.227671682099,2490.978965727882,1423.5012351037374,2133.271580825615,4506.9585021219345,3439.480771497778,4149.251117219648,2445.702774026922,1378.2250434027799,2087.9953891246596,2172.7466831704355,1105.2689525462984,1815.0392982681735,Black and Blue,noisy_image_Black_4_Blue_3_0,1.0
7265.821986989895,5863.560260202341,6229.650859482171,5171.287980109754,3769.0262533222012,4135.116852602024,4869.75088948903,3467.4891627014777,3833.579761981311,5188.706870498971,3786.4451437114294,4152.535742991256,3094.1728636188245,1691.9111368312756,2058.00173611111,2792.635772998114,1390.3740462105625,1756.4646454904012,4897.019308877745,3494.7575820901943,3860.8481813700296,2802.485301997598,1400.223575210048,1766.314174489882,2500.9482113768836,1098.6864845893351,1464.7770838691708,Black and Blue,noisy_image_Black_5_Blue_2_0,1.0
7699.456433792006,6226.512739519031,7024.399704753944,5158.572329925419,3685.6286356524424,4483.515600887338,4954.453127679199,3481.509433406209,4279.396398641124,5200.464069465884,3727.5203751929166,4525.407340427811,2659.579965599282,1186.6362713263027,1984.5232365612148,2455.4607633530586,982.5170690800755,1780.4040343149888,4974.123261209709,3501.179566936747,4299.066532171633,2433.239157343112,960.2954630701311,1758.182428305041,2229.1199550968754,756.1762608239025,1554.0632260588154,Black and Blue,noisy_image_Black_5_Blue_3_0,1.0
8149.2332122342095,6575.32120198901,7787.251229745378,5185.851787551461,3611.939777306256,4823.869805062589,5066.5853293252985,3492.6733190800924,4704.603346836428,5205.550143604256,3631.6381333590653,4843.568161115393,2242.16871892147,668.2567086762687,1880.186736432613,2122.902260695305,548.9902504501022,1760.9202782064485,5063.908610360962,3489.996600115751,4701.92662787209,2100.527185678157,526.6151754329566,1738.545203189302,1981.2607274519899,407.3487172067903,1619.278744963136,Black and Blue,noisy_image_Black_5_Blue_4_0,1.0
8073.949299125482,6211.217726551779,6696.379645704743,5544.452297132186,3681.7207245584787,4166.8826437114185,5336.957489390421,3474.225916816708,3959.387835969653,5553.430488575949,3690.6989160022313,4175.860835155181,3023.9334865826577,1161.2019140089164,1646.3638331618652,2816.4386788408806,953.7071062671466,1438.8690254200962,5329.958802190503,3467.2272296167716,3952.3891487697233,2800.461800197186,937.7302276234562,1422.8921467764073,2592.9669924554146,730.235419881687,1215.3973390346384,Black and Blue,noisy_image_Black_6_Blue_2_0,1.0
8506.073345336066,6572.966373563966,7479.722182034468,5554.027397333683,3620.9204255615587,4527.676234032057,5394.276089891993,3461.1691181198594,4367.924926590362,5545.780856159975,3612.673884387881,4519.429692858371,2593.734908157584,660.6279363854592,1567.3837448559677,2433.9836007158797,500.8766289437584,1407.6324374142655,5422.658503193587,3489.551531421486,4396.307339891981,2470.6125551911828,537.5055834190672,1444.2613918895781,2310.8612477494758,377.7542759773664,1284.5100844478745,Black and Blue,noisy_image_Black_6_Blue_3_0,1.0
8855.474175347226,6584.524067108193,7111.820968900033,5884.345277134761,3613.3951688957604,4140.692070687592,5772.107095014565,3501.15698677556,4028.453888567388,5904.085803540813,3633.1356953017903,4160.432597093627,2932.9569053283635,662.0067970893348,1189.3036988811741,2820.718723208163,549.7686149691353,1077.0655167609752,5768.09097704476,3497.140868805736,4024.4377705975753,2796.9620788323027,526.0119705932783,1053.3088723851183,2684.7238967121025,413.7737884730793,941.0706902649196,Black and Blue,noisy_image_Black_7_Blue_2_0,1.0
5729.226693780009,4528.333427104778,4043.0179960776895,5862.006743505664,4661.113476830431,4175.7980458033435,4696.519702717763,3495.6264360425353,3010.311005015439,4454.212033286193,3253.3187666109416,2768.0033355838495,4586.992083011839,3386.098816336594,2900.7833853095085,3421.505042223949,2220.6117755486966,1735.2963445216067,4040.0268829304,2839.133616255148,2353.8181852280522,4172.806932656055,2971.9136659807937,2486.5982349537016,3007.3198918681524,1806.426625192899,1321.1111941658096,Black and Green,noisy_image_Black_3_Green_2_0,1.0
6575.944010416682,4884.498030799915,4494.57448398922,6243.091445901934,4551.645466285153,4161.721919474459,5165.495223015262,3474.0492433985005,3084.1256965877947,4901.898105281215,3210.452125664444,2820.528578853742,4569.045540766462,2877.599561149694,2487.6760143389915,3491.449317879808,1800.0033382630327,1410.079791452332,4489.351005229793,2797.905025613007,2407.9814788022986,4156.498440715024,2465.0524610982507,2075.128914287551,3078.902217828365,1387.4562382115907,997.5326914008922,Black and Green,noisy_image_Black_4_Green_2_0,1.0
6976.795246056262,4874.807184499329,4577.022255979958,6878.289539394708,4776.301477837788,4478.516549318414,5576.1956045310535,3474.207542974108,3176.422614454731,4886.989149305574,2785.001087748626,2487.216159229249,4788.483442644037,2686.4953810871084,2388.710452567733,3486.3895077803536,1384.4014462234222,1086.6165177040461,4580.529830032592,2478.541768475651,2180.756839956274,4482.024123371062,2380.0360618141317,2082.251133294751,3179.9301885073846,1077.9421269504471,780.1571984310697,Black and Green,noisy_image_Black_4_Green_3_0,1.0
7302.86229531033,5213.337526256009,4878.630998692568,6573.910153570791,4484.385384516457,4149.678856953028,5579.806739754792,3490.281970700442,3155.5754431370083,5190.8145468964485,3101.289777842084,2766.5832502786357,4461.862405156887,2372.3376361025366,2037.6311085390932,3467.7589913408824,1378.2342222865218,1043.5276947230798,4906.33726369601,2816.8124946416406,2482.1059670781956,4177.385121956445,2087.860352902089,1753.1538253386468,3183.28170814044,1093.7569390860779,759.0504115226338,Black and Green,noisy_image_Black_5_Green_2_0,1.0
7715.583250278644,5197.926153656565,4986.951217421139,7210.228199481294,4692.57110285923,4481.596166623807,6009.970748671112,3492.313652049051,3281.3387158136143,5204.936259537905,2687.279162915807,2476.3042266803823,4699.581208740574,2181.9241121184837,1970.9491758830607,3499.32375793039,981.6666613082991,770.6917250728739,4946.604070216066,2428.9469735939633,2217.9720373585387,4441.24901941873,1923.5919227966401,1712.6169865612153,3240.9915686085446,723.3344719864546,512.359535751029,Black and Green,noisy_image_Black_5_Green_3_0,1.0
8185.706106931571,5240.780979402452,5105.324596514931,7910.7881596150655,4965.863032085905,4830.406649198384,6458.695178540796,3513.7700510116774,3378.313668124154,5231.2674173739815,2286.3422898448193,2150.8859069573023,4956.34947005744,2011.4243425282903,1875.967959640773,3504.256488983212,559.3313614540465,423.8749785665298,5077.546799982867,2132.621672453701,1997.1652895661819,4802.628852666315,1857.703725137175,1722.2473422496566,3350.535871592089,405.6107440629289,270.15436117541145,Black and Green,noisy_image_Black_5_Green_4_0,1.0
8075.853191443759,5578.773541988169,5353.1807109482215,6852.533366555208,4355.453717099631,4129.860886059671,5993.72102998542,3496.641380529843,3271.048549489885,5560.874097115045,3063.7944476594776,2838.2016166195203,4337.5542722265045,1840.4746227709184,1614.8817917309648,3478.7419356567307,981.6622862011324,756.0694551611808,5316.788181048521,2819.7085315929394,2594.115700552984,4093.4683561599754,1596.3887067043904,1370.7958756644384,3234.656019590195,737.5763701346028,511.9835390946503,Black and Green,noisy_image_Black_6_Green_2_0,1.0
8507.963292502545,5566.466904042345,5422.786093964327,7553.79820387516,4612.301815414954,4468.621005336934,6450.268982017315,3508.772593557105,3365.091783479092,5569.647049682785,2628.150661222572,2484.4698511445517,4615.48196105539,1673.9855725951663,1530.3047625171491,3511.9527391975444,570.4563507373113,426.7755406592936,5414.866410536706,2473.3700220764763,2329.6892119984523,4460.701321909294,1519.2049334490773,1375.524123371059,3357.1721000514503,415.67571159122076,271.994901513203,Black and Green,noisy_image_Black_6_Green_3_0,1.0
8878.62679505319,5916.110749421292,5776.365451388884,7267.741836526941,4305.225790895069,4165.480492862664,6471.699907300252,3509.1838616684004,3369.438563635994,5888.954011809836,2926.4379661779894,2786.692668145585,4278.069053283628,1315.5530076517516,1175.8077096193433,3482.0271240569436,519.511078425068,379.7657803926614,5766.321378815165,2803.8053331833016,2664.060035150898,4155.43642028894,1192.9203746570658,1053.1750766246582,3359.394491062259,396.8784454303841,257.13314739797664,Black and Green,noisy_image_Black_7_Green_2_0,1.0
5058.060431670105,5151.6579405649845,4014.7317306455875,5136.884052962095,5230.481561856997,4093.5553519375935,3986.8255154749754,4080.423024369864,2943.496814450449,3920.830480002578,4014.4279888974615,2877.501778978059,3999.654101294588,4093.251610189481,2956.325400270067,2849.5955638074433,2943.193072702333,1806.2668627829185,3378.4310297710904,3472.0285386659793,2335.102328746575,3457.2546510631087,3550.8521599580044,2413.9259500385824,2307.196113575961,2400.793622470853,1263.8674125514397,Black and Teal,noisy_image_Black_3_Teal_2_0,1.0
5866.015791109405,5579.591727216221,4531.107995220335,5519.398823302464,5232.974759409291,4184.491027413406,4454.5961532278725,4168.172089334703,3119.6883573388254,4164.389928412221,3877.9658645190334,2829.4821325231496,3817.7729606052894,3531.3488967121116,2482.865164716226,2752.970290530699,2466.546226637517,1418.0624946416324,3808.79405381945,3522.3699899262647,2473.886257930381,3462.1770860125175,3175.7530221193415,2127.2692901234605,2397.374415937933,2110.950352044755,1062.4666200488696,Black and Teal,noisy_image_Black_4_Teal_2_0,1.0
5950.6327267661045,5839.333708419043,4571.227379651066,5892.090047367964,5780.7910290209065,4512.684700252928,4587.030028292198,4475.7310099451315,3207.624681177131,3832.4710487397206,3721.1720303926695,2453.065701624663,3773.928369341577,3662.6293509945217,2394.5230222265095,2468.8683502657805,2357.5693319187217,1089.463003150722,3550.868947723765,3439.5699293767248,2171.4636006087057,3492.326268325629,3381.027249978579,2112.9209212105607,2187.266249249832,2075.9672309027787,807.8609021347747,Black and Teal,noisy_image_Black_4_Teal_3_0,1.0
6648.329483346184,5872.125147355106,4907.028313614541,5911.4260920353345,5135.221756044227,4170.124922303678,4923.993074309846,4147.7887383187635,3182.6919045781974,4548.341654878258,3772.1373188871785,2807.04048514661,3811.438263567401,3035.233927576303,2070.137093835735,2824.005245841913,2047.800909850824,1082.7040761102537,4210.310195901925,3434.105859910838,2469.0090261702735,3473.4068045910535,2697.202468599966,1732.1056348593986,2485.973786865569,1709.769450874488,744.6726171339178,Black and Teal,noisy_image_Black_5_Teal_2_0,1.0
6720.160030328346,6251.087411051103,5006.381132651757,6177.756622942405,5708.6840036651365,4463.977725265782,4974.682374721376,4505.609755444108,3260.903477044765,4216.7506617584095,3747.6780424811463,2502.9717640817844,3674.3472543724456,3205.274635095167,1960.5683566958157,2471.2730061514058,2002.2003868741415,757.4941084747954,3956.1295251414626,3487.056905864206,2242.3506274648457,3413.7261177554983,2944.653498478224,1699.9472200788737,2210.6518695344685,1741.5792502572,496.8729718578531,Black and Teal,noisy_image_Black_5_Teal_3_0,1.0
6823.516929762519,6565.828191979596,5101.801552854951,6581.416503236476,6323.727765453518,4859.70112632888,5075.432856974472,4817.744119191552,3353.717480066877,3869.3009955847106,3611.6122578017894,2147.585618677128,3627.2005690586498,3369.5118312757268,1905.4851921510608,2121.216922796642,1863.5281850137148,399.5015458890601,3737.067094800243,3479.378357017325,2015.3517178926618,3494.9666682741795,3237.2779304912583,1773.2512913665967,1988.9830220121728,1731.2942842292493,267.26764510459515,Black and Teal,noisy_image_Black_5_Teal_4_0,1.0
7430.7615070944585,6272.249536501199,5354.00588616684,6258.494743441347,5099.982772848072,4181.739122513722,5364.059086719811,4205.547116126544,3287.3034657921867,4876.353167331088,3717.8411967378383,2799.597546403469,3704.086403677994,2545.5744330847074,1627.330782750347,2809.650746956448,1651.1387763631694,732.8951260288078,4646.459552361955,3487.9475817687053,2569.703931434334,3474.1927887088495,2315.680818115573,1397.4371677812076,2579.7571319873086,1421.2451613940354,503.00151105967086,Black and Teal,noisy_image_Black_6_Teal_2_0,1.0
7497.041353202162,6551.355817043919,5432.457157171634,6554.361379029486,5608.6758428712255,4489.777182998972,5444.9664459019095,4499.280909743653,3380.3822498714158,4540.6148860810745,3594.929349922851,2476.0306900505775,3597.934911908443,2652.249375750173,1533.3507158779182,2488.539978780863,1542.8544426226006,423.9557827503426,4415.855112418543,3470.1695762603003,2351.2709163880295,3473.1751382458874,2527.4896020876217,1408.5909422153643,2363.7802051183135,1418.0946689600485,299.1960090877917,Black and Teal,noisy_image_Black_6_Teal_3_0,1.0
8140.00086805557,6544.721466692411,5763.5943796082165,6530.596691743835,4935.317290380668,4154.190203296473,5746.989569937432,4151.710168574244,3370.5830814900637,5216.914558148975,3621.635156785855,2840.508069701655,3607.5103818372972,2012.2309804741049,1231.1038933899188,2823.9032600308774,1228.6238586676948,447.49677158350465,5051.40496131257,3456.125559949432,2674.9984728652307,3442.0007850008687,1846.7213836376857,1065.5942965534994,2658.3936631944457,1063.1142618312763,281.9871747470851,Black and Teal,noisy_image_Black_7_Teal_2_0,1.0
5110.793689450441,4486.890608924913,4708.0858169367375,5162.79907996827,4538.8959994427305,4760.091207454557,4102.201335305232,3478.298254779671,3699.4934627915004,3893.2850839120515,3269.382003386504,3490.5772113983303,3945.290474429873,3321.387393904321,3542.5826019161623,2884.692729766809,2260.7896492412547,2481.984857253088,3405.981114433302,2782.0780339077537,3003.273241919582,3457.9865049511377,2834.0834244255893,3055.2786324374247,2397.3887602880695,1773.485679762518,1994.6808877743488,Black and DeepSkyBlue,noisy_image_Black_3_DeepSkyBlue_2_0,1.0
5891.52723926184,4878.672826110238,5153.440755208337,5527.9800240054865,4515.125610853912,4789.893539951993,4468.6738388417525,3455.819425690167,3730.5873547882447,4213.717522933817,3200.8631097822454,3475.6310388803186,3850.170307677468,2837.315894525901,3112.083823623971,2790.8641225137144,1778.0097093621366,2052.777638460221,3858.1084051354565,2845.253991983885,3120.0219210819578,3494.561189879109,2481.7067767275385,2756.474705825611,2435.2550047153604,1422.4005915637867,1697.1685206618642,Black and DeepSkyBlue,noisy_image_Black_4_DeepSkyBlue_2_0,1.0
5932.810946073404,4918.780119384426,5587.28246902864,5813.323131001381,4799.292304312423,5467.794653956608,4532.341186021116,3518.3103593321425,4186.812708976337,3850.267583483372,2836.236756794413,3504.7391064386193,3730.7797684113566,2716.7489417223965,3385.2512913666023,2449.7978234310654,1435.7669967421125,2104.269346386313,3516.129158093279,2502.098331404324,3170.6006810485333,3396.6413430212683,2382.6105163323105,3051.1128659765177,2115.659398040978,1101.6285713520242,1770.1309209962287,Black and DeepSkyBlue,noisy_image_Black_4_DeepSkyBlue_3_0,1.0
6624.7758701988905,5188.429047175083,5539.655250664433,5835.181734396439,4398.834911372608,4750.061114861975,4913.724236968456,3477.377413944618,3828.603617433982,4528.759259259257,3092.4124362354287,3443.638639724801,3739.165123456805,2302.8183004329576,2654.044503922329,2817.7076260288145,1381.3608030049716,1732.5870064943417,4270.188341263722,2833.841518239881,3185.0677217292537,3480.5942054612647,2044.2473824374101,2395.4735859267876,2559.13670803327,1122.789885009432,1474.0160884987988,Black and DeepSkyBlue,noisy_image_Black_5_DeepSkyBlue_2_0,1.0
6712.033154899699,5246.684070644733,6023.25909047067,6169.661519954562,4704.31243569958,5480.887455525553,4963.270101916155,3497.9210176611905,4274.496037487138,4164.543475115745,2699.1943908607686,3475.7694106867375,3622.1718401706116,2156.822755915639,2933.397775741595,2415.7804221321967,950.4313378772284,1727.0063577031908,3972.0059290337767,2506.656844778816,3283.2318646047765,3429.634294088654,1964.2852098336766,2740.860229659636,2223.2428760502353,757.8937917952684,1534.4688116212308,Black and DeepSkyBlue,noisy_image_Black_5_DeepSkyBlue_3_0,1.0
6800.499051568916,5250.518510480958,6432.884969242976,6533.081106931568,4983.100565843614,6165.467024605622,5063.016136724097,3513.035595636166,4695.402054398142,3858.1500075017143,2308.169466413752,3490.535925175777,3590.732062864388,2040.7515217764028,3223.1179805384145,2120.667092656891,570.6865515689296,1753.0530103309347,3716.8723449288395,2166.89180384088,3349.2582626028957,3449.4544002915104,1899.4738592035276,3081.840317965539,1979.3894300840152,429.40888899605665,1611.7753477580582,Black and DeepSkyBlue,noisy_image_Black_5_DeepSkyBlue_4_0,1.0
7408.029318308457,5531.634497706626,6028.872063614543,6209.269890260635,4332.875069658783,4830.112635566703,5325.441012409972,3449.0461918081405,3946.2837577160553,4884.00501811127,3007.610197509428,3504.8477634173573,3685.2455900634563,1808.8507694615923,2306.088335369514,2801.4167122127938,925.0218916109395,1422.2594575188637,4708.006408607673,2831.611588005822,3328.849153913755,3509.246980559848,1632.8521599579926,2130.0897258659106,2625.4181027091913,749.0232821073395,1246.2608480152633,Black and DeepSkyBlue,noisy_image_Black_6_DeepSkyBlue_2_0,1.0
