color,fullpath,length
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-059.mp4,7.636
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-060.mp4,10.03
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-061.mp4,2.857
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-062.mp4,4.97
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-063.mp4,5.383
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-064.mp4,20.994
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-065.mp4,8.847
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-066.mp4,4.272
Black and Blue,temp_clips\2001_A_SPACE_ODYSSEY\Scene-067.mp4,3.132
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-068.mp4,6.318
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-069.mp4,35.22
Black and Blue,temp_clips\2001_A_SPACE_ODYSSEY\Scene-070.mp4,16.403
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-071.mp4,42.379
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-072.mp4,65.198
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-073.mp4,6.387
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-074.mp4,5.68
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-075.mp4,4.595
Black and Cyan,temp_clips\2001_A_SPACE_ODYSSEY\Scene-076.mp4,5.511
Navy and Lime,temp_clips\2001_A_SPACE_ODYSSEY\Scene-077.mp4,20.037
SpringGreen and Pink,temp_clips\2001_A_SPACE_ODYSSEY\Scene-078.mp4,6.524
Teal and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-079.mp4,2.13
SpringGreen and Pink,temp_clips\2001_A_SPACE_ODYSSEY\Scene-080.mp4,58.904
Gray and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-081.mp4,2.379
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-082.mp4,14.743
Teal and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-083.mp4,1.087
Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-084.mp4,2.179
Dolly and Malibu,temp_clips\2001_A_SPACE_ODYSSEY\Scene-085.mp4,3.893
Gray and Anakiwa,temp_clips\2001_A_SPACE_ODYSSEY\Scene-086.mp4,2.382
Gray and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-087.mp4,1.605
Gray and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-088.mp4,1.94
Gray and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-089.mp4,1.727
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-090.mp4,2.684
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-091.mp4,5.263
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-092.mp4,10.012
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-093.mp4,10.029
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-094.mp4,9.811
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-095.mp4,5.386
SpringGreen and Pink,temp_clips\2001_A_SPACE_ODYSSEY\Scene-096.mp4,6.726
Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-097.mp4,5.558
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-098.mp4,4.767
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-099.mp4,0.973
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-100.mp4,1.229
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1000.mp4,1.722
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1001.mp4,1.313
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1002.mp4,1.257
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1003.mp4,1.009
Rose and Orange,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1004.mp4,1.587
Red and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1005.mp4,1.516
Red and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1006.mp4,2.254
Red and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1007.mp4,1.133
Navy and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1008.mp4,10.012
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1009.mp4,9.986
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-101.mp4,9.556
Gray and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1010.mp4,9.768
DarkRed and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1011.mp4,9.48
DarkRed and SpringGreen,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1012.mp4,5.047
Purple and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1013.mp4,1.43
DarkRed and Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1014.mp4,1.504
Purple and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1015.mp4,2.264
Olive and Purple,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1016.mp4,10.018
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1017.mp4,10.013
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1018.mp4,8.814
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1019.mp4,6.818
Black and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-102.mp4,5.232
DarkRed and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1020.mp4,8.148
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1021.mp4,6.266
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1022.mp4,5.726
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1023.mp4,7.692
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1024.mp4,7.357
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1025.mp4,3.13
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1026.mp4,1.176
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1027.mp4,1.096
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1028.mp4,3.638
DarkRed and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1029.mp4,9.972
Black and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-103.mp4,5.65
Olive and Malibu,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1030.mp4,5.273
Olive and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1031.mp4,3.922
Green and SpringGreen,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1032.mp4,7.767
Green and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1033.mp4,8.051
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1034.mp4,7.192
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1035.mp4,1.468
Navy and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1036.mp4,9.971
Olive and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1037.mp4,6.36
DarkRed and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1038.mp4,2.474
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1039.mp4,6.733
Black and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-104.mp4,5.971
DeepSkyBlue and Blue,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1040.mp4,3.218
DeepSkyBlue and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1041.mp4,8.817
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1042.mp4,6.651
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1043.mp4,9.983
Navy and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1044.mp4,1.102
Navy and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1045.mp4,1.127
Navy and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1046.mp4,1.217
Navy and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1047.mp4,1.01
Navy and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1048.mp4,1.097
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1049.mp4,1.271
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-105.mp4,4.103
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1050.mp4,2.346
Black and Purple,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1051.mp4,3.018
DarkRed and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1052.mp4,1.593
Navy and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1053.mp4,1.054
Navy and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1054.mp4,1.056
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1055.mp4,1.55
Navy and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1056.mp4,1.521
Navy and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1057.mp4,1.556
Black and Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1058.mp4,8.141
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1059.mp4,7.346
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-106.mp4,6.138
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1060.mp4,6.341
Gray and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1061.mp4,9.943
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1062.mp4,8.017
Gray and Orange,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1063.mp4,10.014
Gray and LightCoral,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1064.mp4,1.263
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1065.mp4,5.941
Black and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1066.mp4,5.182
Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1067.mp4,6.431
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1068.mp4,5.854
Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1069.mp4,10.02
Black and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-107.mp4,4.594
Gray and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1070.mp4,10.015
Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1071.mp4,10.011
Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1072.mp4,1.921
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1073.mp4,10.028
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1074.mp4,1.085
Gray and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1075.mp4,10.028
Gray and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1076.mp4,3.26
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1077.mp4,3.463
Gray and LightCoral,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1078.mp4,10.028
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1079.mp4,1.597
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-108.mp4,6.513
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1080.mp4,10.017
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1081.mp4,9.01
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1082.mp4,2.561
Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1083.mp4,3.131
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1084.mp4,2.883
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1085.mp4,8.517
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1086.mp4,10.014
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1087.mp4,10.03
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1088.mp4,7.146
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1089.mp4,3.811
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-109.mp4,2.587
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1090.mp4,10.021
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1091.mp4,10.017
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1092.mp4,10.012
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1093.mp4,10.029
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1094.mp4,10.024
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1095.mp4,10.019
Olive and Purple,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1096.mp4,7.967
Gray and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1097.mp4,3.05
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1098.mp4,10.012
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1099.mp4,10.028
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-110.mp4,4.844
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1100.mp4,10.024
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1101.mp4,1.187
White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1102.mp4,10.024
White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1103.mp4,10.02
White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1104.mp4,10.015
White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1105.mp4,3.802
White and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1106.mp4,10.012
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1107.mp4,10.028
Gray and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1108.mp4,3.816
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1109.mp4,10.026
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-111.mp4,5.339
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1110.mp4,1.552
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1111.mp4,10.014
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1112.mp4,10.031
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1113.mp4,10.026
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1114.mp4,1.894
Gray and LightCoral,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1115.mp4,8.401
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1116.mp4,10.022
Gray and White,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1117.mp4,6.391
Gray and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1118.mp4,9.972
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1119.mp4,4.186
Navy and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-112.mp4,10.027
Gray and Black,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1120.mp4,1.935
Gray and LightCoral,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1121.mp4,7.973
Black and Gray,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1122.mp4,1.266
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1123.mp4,10.02
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1124.mp4,10.015
Black and LightCoral,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1125.mp4,10.011
Black and Dolly,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1126.mp4,10.027
Rose and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1127.mp4,9.98
Olive and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1128.mp4,4.768
Olive and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1129.mp4,5.348
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-113.mp4,3.963
Olive and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1130.mp4,3.763
Olive and Navy,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1131.mp4,4.425
DarkRed and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1132.mp4,1.007
Black and Olive,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1133.mp4,5.019
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1134.mp4,6.841
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1135.mp4,7.51
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1136.mp4,6.105
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1137.mp4,5.647
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1138.mp4,6.053
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1139.mp4,5.638
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-114.mp4,4.673
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1140.mp4,6.642
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1141.mp4,10.016
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1142.mp4,10.011
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1143.mp4,3.564
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1144.mp4,10.023
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1145.mp4,6.307
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1146.mp4,7.049
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1147.mp4,5.633
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1148.mp4,6.018
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1149.mp4,5.729
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-115.mp4,8.024
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1150.mp4,5.818
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1151.mp4,7.722
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1152.mp4,5.68
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1153.mp4,5.725
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1154.mp4,5.643
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1155.mp4,6.348
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1156.mp4,6.686
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1157.mp4,8.14
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1158.mp4,7.175
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1159.mp4,6.36
Navy and Green,temp_clips\2001_A_SPACE_ODYSSEY\Scene-116.mp4,7.675
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1160.mp4,5.609
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1161.mp4,9.193
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1162.mp4,8.06
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1163.mp4,6.133
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1164.mp4,10.028
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1165.mp4,10.024
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1166.mp4,6.52
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1167.mp4,10.02
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1168.mp4,10.015
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1169.mp4,10.011
Black and Teal,temp_clips\2001_A_SPACE_ODYSSEY\Scene-117.mp4,2.837
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1170.mp4,10.027
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1171.mp4,10.022
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1172.mp4,10.018
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1173.mp4,10.013
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1174.mp4,10.03
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1175.mp4,10.025
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1176.mp4,10.02
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1177.mp4,10.016
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1178.mp4,10.011
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1179.mp4,10.028
Teal and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-118.mp4,10.027
Black and DarkRed,temp_clips\2001_A_SPACE_ODYSSEY\Scene-1180.mp4,10.023
