color,fullpath,length
Gray and Malibu,temp_clips\Happy_Hounds\Scene-051.mp4,10.679
Anakiwa and LightCoral,temp_clips\Happy_Hounds\Scene-052.mp4,3.02
Dolly and DeepSkyBlue,temp_clips\Happy_Hounds\Scene-053.mp4,7.819
Teal and DarkRed,temp_clips\Happy_Hounds\Scene-054.mp4,3.052
MintGreen and Pink,temp_clips\Happy_Hounds\Scene-055.mp4,4.289
Gray and Teal,temp_clips\Happy_Hounds\Scene-056.mp4,4.476
Teal and DarkRed,temp_clips\Happy_Hounds\Scene-057.mp4,1.422
White and LightCoral,temp_clips\Happy_Hounds\Scene-058.mp4,2.877
MintGreen and Malibu,temp_clips\Happy_Hounds\Scene-059.mp4,1.075
MintGreen and Malibu,temp_clips\Happy_Hounds\Scene-060.mp4,2.073
White,temp_clips\Happy_Hounds\Scene-061.mp4,3.047
Gray and Teal,temp_clips\Happy_Hounds\Scene-062.mp4,3.957
LightCoral and Anakiwa,temp_clips\Happy_Hounds\Scene-063.mp4,6.592
Malibu and Dolly,temp_clips\Happy_Hounds\Scene-064.mp4,3.153
Malibu and Dolly,temp_clips\Happy_Hounds\Scene-065.mp4,2.617
Anakiwa and LightCoral,temp_clips\Happy_Hounds\Scene-066.mp4,1.757
Malibu and Dolly,temp_clips\Happy_Hounds\Scene-067.mp4,3.621
Malibu and Dolly,temp_clips\Happy_Hounds\Scene-068.mp4,1.224
Gray and Teal,temp_clips\Happy_Hounds\Scene-069.mp4,5.758
Teal and Black,temp_clips\Happy_Hounds\Scene-070.mp4,3.758
Teal and Navy,temp_clips\Happy_Hounds\Scene-071.mp4,2.18
MintGreen and Pink,temp_clips\Happy_Hounds\Scene-072.mp4,3.192
MintGreen and Pink,temp_clips\Happy_Hounds\Scene-073.mp4,2.112
White and Teal,temp_clips\Happy_Hounds\Scene-074.mp4,2.239
Teal and LightCoral,temp_clips\Happy_Hounds\Scene-075.mp4,7.828
Teal and LightCoral,temp_clips\Happy_Hounds\Scene-076.mp4,16.554
Dolly and DeepSkyBlue,temp_clips\Happy_Hounds\Scene-077.mp4,2.651
Teal and Gray,temp_clips\Happy_Hounds\Scene-078.mp4,5.658
Teal and Purple,temp_clips\Happy_Hounds\Scene-079.mp4,4.384
Gray and SpringGreen,temp_clips\Happy_Hounds\Scene-080.mp4,4.425
Teal and Malibu,temp_clips\Happy_Hounds\Scene-081.mp4,3.178
Navy and Orange,temp_clips\Happy_Hounds\Scene-082.mp4,2.724
Teal,temp_clips\Happy_Hounds\Scene-083.mp4,1.787
Teal,temp_clips\Happy_Hounds\Scene-084.mp4,5.359
Teal and Black,temp_clips\Happy_Hounds\Scene-085.mp4,2.041
Purple and Green,temp_clips\Happy_Hounds\Scene-086.mp4,3.14
Gray and White,temp_clips\Happy_Hounds\Scene-087.mp4,5.251
MintGreen and DarkRed,temp_clips\Happy_Hounds\Scene-088.mp4,4.076
Gray and Purple,temp_clips\Happy_Hounds\Scene-089.mp4,1.538
Purple and Green,temp_clips\Happy_Hounds\Scene-090.mp4,5.344
MintGreen and DarkRed,temp_clips\Happy_Hounds\Scene-091.mp4,0.307
Gray and White,temp_clips\Happy_Hounds\Scene-092.mp4,3.42
White and LightCoral,temp_clips\Happy_Hounds\Scene-093.mp4,1.641
White and LightCoral,temp_clips\Happy_Hounds\Scene-094.mp4,5.347
White and LightCoral,temp_clips\Happy_Hounds\Scene-095.mp4,3.84
Gray and Black,temp_clips\Happy_Hounds\Scene-096.mp4,1.512
Gray and Black,temp_clips\Happy_Hounds\Scene-097.mp4,1.381
Navy and Green,temp_clips\Happy_Hounds\Scene-098.mp4,3.449
Gray and Blue,temp_clips\Happy_Hounds\Scene-099.mp4,4.819
Gray and DeepSkyBlue,temp_clips\Happy_Hounds\Scene-100.mp4,6.422
Gray and Black,temp_clips\Happy_Hounds\Scene-101.mp4,3.755
Navy and Olive,temp_clips\Happy_Hounds\Scene-102.mp4,5.823
Gray and White,temp_clips\Happy_Hounds\Scene-103.mp4,1.155
Gray and Anakiwa,temp_clips\Happy_Hounds\Scene-104.mp4,5.361
Gray and White,temp_clips\Happy_Hounds\Scene-105.mp4,5.548
Gray and Teal,temp_clips\Happy_Hounds\Scene-106.mp4,3.818
Gray and Teal,temp_clips\Happy_Hounds\Scene-107.mp4,3.473
Teal and Purple,temp_clips\Happy_Hounds\Scene-108.mp4,2.372
Gray and Teal,temp_clips\Happy_Hounds\Scene-109.mp4,0.839
Gray and Teal,temp_clips\Happy_Hounds\Scene-110.mp4,1.816
Teal and Rose,temp_clips\Happy_Hounds\Scene-111.mp4,2.94
Gray and LightCoral,temp_clips\Happy_Hounds\Scene-112.mp4,2.186
Gray and White,temp_clips\Happy_Hounds\Scene-113.mp4,4.475
Gray and DeepSkyBlue,temp_clips\Happy_Hounds\Scene-114.mp4,5.159
Olive and Rose,temp_clips\Happy_Hounds\Scene-115.mp4,2.644
Teal and Dolly,temp_clips\Happy_Hounds\Scene-116.mp4,5.489
Gray and Olive,temp_clips\Happy_Hounds\Scene-117.mp4,2.083
Gray and Orange,temp_clips\Happy_Hounds\Scene-118.mp4,1.919
Gray and Teal,temp_clips\Happy_Hounds\Scene-119.mp4,4.707
Gray and LightCoral,temp_clips\Happy_Hounds\Scene-120.mp4,1.72
Gray and Teal,temp_clips\Happy_Hounds\Scene-121.mp4,2.387
Gray and Black,temp_clips\Happy_Hounds\Scene-122.mp4,3.315
Navy and Olive,temp_clips\Happy_Hounds\Scene-123.mp4,2.055
Navy and Green,temp_clips\Happy_Hounds\Scene-124.mp4,4.92
Gray and Teal,temp_clips\Happy_Hounds\Scene-125.mp4,0.456
Gray and Teal,temp_clips\Happy_Hounds\Scene-126.mp4,5.339
Gray and Teal,temp_clips\Happy_Hounds\Scene-127.mp4,5.341
Gray and Teal,temp_clips\Happy_Hounds\Scene-128.mp4,3.022
Gray,temp_clips\Happy_Hounds\Scene-129.mp4,2.341
Gray and LightCoral,temp_clips\Happy_Hounds\Scene-130.mp4,5.345
Gray and LightCoral,temp_clips\Happy_Hounds\Scene-131.mp4,5.347
Gray and Dolly,temp_clips\Happy_Hounds\Scene-132.mp4,0.102
Gray and Blue,temp_clips\Happy_Hounds\Scene-133.mp4,5.249
Teal and DarkRed,temp_clips\Happy_Hounds\Scene-134.mp4,3.284
Gray and Anakiwa,temp_clips\Happy_Hounds\Scene-135.mp4,2.081
Gray and Anakiwa,temp_clips\Happy_Hounds\Scene-136.mp4,3.17
Teal and DarkRed,temp_clips\Happy_Hounds\Scene-137.mp4,2.182
Teal and DarkRed,temp_clips\Happy_Hounds\Scene-138.mp4,2.987
Black and Teal,temp_clips\Happy_Hounds\Scene-139.mp4,2.385
Black and Teal,temp_clips\Happy_Hounds\Scene-140.mp4,5.357
Navy and Green,temp_clips\Happy_Hounds\Scene-141.mp4,0.877
Teal and Black,temp_clips\Happy_Hounds\Scene-142.mp4,3.446
Black and Teal,temp_clips\Happy_Hounds\Scene-143.mp4,1.054
Black and Teal,temp_clips\Happy_Hounds\Scene-144.mp4,5.361
Black and Teal,temp_clips\Happy_Hounds\Scene-145.mp4,5.339
Black and Teal,temp_clips\Happy_Hounds\Scene-146.mp4,1.881
Malibu and Dolly,temp_clips\Happy_Hounds\Scene-147.mp4,3.473
Gray and Anakiwa,temp_clips\Happy_Hounds\Scene-148.mp4,5.343
Anakiwa,temp_clips\Happy_Hounds\Scene-149.mp4,1.676
Anakiwa and LightCoral,temp_clips\Happy_Hounds\Scene-150.mp4,3.677
Anakiwa and LightCoral,temp_clips\Happy_Hounds\Scene-151.mp4,3.117
Black and DarkRed,temp_clips\Happy_Hounds\Scene-152.mp4,0.038
Black and Yellow,temp_clips\Happy_Hounds\Scene-153.mp4,0.074
Black and Olive,temp_clips\Happy_Hounds\Scene-154.mp4,0.054
Black and Olive,temp_clips\Happy_Hounds\Scene-155.mp4,0.044
Green and DarkRed,temp_clips\Happy_Hounds\Scene-156.mp4,2.077
Olive and Black,temp_clips\Happy_Hounds\Scene-157.mp4,5.349
Black and Olive,temp_clips\Happy_Hounds\Scene-158.mp4,1.055
White and Cyan,temp_clips\Happy_Hounds\Scene-159.mp4,4.317
White and Cyan,temp_clips\Happy_Hounds\Scene-160.mp4,2.752
White and Cyan,temp_clips\Happy_Hounds\Scene-161.mp4,2.616
White and Anakiwa,temp_clips\Happy_Hounds\Scene-162.mp4,5.355
White and Pink,temp_clips\Happy_Hounds\Scene-163.mp4,5.357
White and Pink,temp_clips\Happy_Hounds\Scene-164.mp4,1.829
